Район,Конкурс,Год,Количество участников,Средний балл,Необходимые знания
Район22,Астрономия_МЭ,2024,64,20.79,"Анализ данных астрономических наблюдений, изучение звездных систем."
Район22,Астрономия_РЭ,2024,127,32.0,"Понимание астрофизики, работа с астрономическими моделями."
Район22,Астрономия_ЗЭ,2024,70,17.03,Современные достижения в астрономии и космонавтике.
Район22,Биология_ШЭ,2023,60,18.43,"Основы биологии, экология, анатомия."
Район22,Биология_РЭ,2023,83,20.81,"Анализ биологических данных, работа с микроскопом."
Район22,Биология_ЗЭ,2023,216,37.95,"История биологии, влияние на медицину."
Район22,Биология_ШЭ,2024,109,30.96,Углубленное изучение клеточной биологии и генетики.
Район22,Биология_МЭ,2024,162,30.73,Изучение биологических процессов на молекулярном уровне.
Район22,Биология_РЭ,2024,49,17.4,"Работа с биоинформатикой, анализ генетических данных."
Район22,Биология_ЗЭ,2024,116,29.3,Современные достижения в биологии и биотехнологиях.
Район22,География_ШЭ,2023,88,19.35,"Знание географии, карты, страны и столицы."
Район22,География_МЭ,2023,174,39.33,"Экономическая география, влияние человека на природу."
Район22,География_РЭ,2023,56,22.83,"Географические исследования, работа с картами."
